task_name,feedback_loop,directive,task_iteration,validation,learning,filtered
examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,0.0,0.0,0.0,0.0,0.0,1.0
"examine records, reports, or other documents to establish facts or detect discrepancies.",0.0,0.2926829268292683,0.0,0.1219512195121951,0.4065040650406504,0.1788617886178861
"examine sketches, diagrams, samples, blueprints, or photographs to decide how designs are to be etched, cut, or engraved onto workpieces.",0.0,0.0,0.0,0.0,0.0,1.0
"examine sketches, photographs, and plaster models in order to obtain desired character image depiction.",0.0,0.4711538461538461,0.0,0.0,0.1442307692307692,0.3846153846153846
examine societal issues and their relationship with both technical systems and the environment.,0.0,0.2773892773892774,0.372960372960373,0.0,0.2913752913752914,0.0582750582750582
examine specimens to detect abnormal hormone conditions.,0.0,0.0,0.0,0.0,0.0,1.0
examine specimens using microscopes to evaluate specimen quality.,0.0,0.0,0.0,0.0,0.0,1.0
"examine teeth, gums, and related tissues, using dental instruments, x-rays, or other diagnostic equipment, to evaluate dental health, diagnose diseases or abnormalities, and plan appropriate treatments.",0.0,0.5,0.0,0.0,0.0,0.5
"examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.",0.0,0.0,0.0,0.0,0.0,1.0
"examine theories, such as those of probability and inference, to discover mathematical bases for new or improved methods of obtaining and evaluating numerical data.",0.0360082304526749,0.2993827160493827,0.0823045267489712,0.0895061728395061,0.4495884773662551,0.0432098765432098
"examine, evaluate, or process loan applications.",0.0,0.4666666666666667,0.3777777777777777,0.0,0.0,0.1555555555555555
execute or manage social media campaigns to inform search marketing tactics.,0.0,0.0,0.0,0.0,0.0,1.0
"explain and calculate parking charges, collect fees from customers, and respond to customer complaints.",0.0,0.0,0.0,0.0,0.0,1.0
explain and demonstrate artistic techniques.,0.0304568527918781,0.2309644670050761,0.1548223350253807,0.032994923857868,0.4289340101522843,0.1218274111675127
"explain and demonstrate the use of sports and training equipment, such as trampolines or weights.",0.0,0.0,0.0,0.0,0.7857142857142857,0.2142857142857142
explain and enforce safety regulations and policies.,0.0,0.0,0.0,0.0,0.5,0.5
explain and enforce safety rules and regulations.,0.0,0.0,0.0,0.0,0.6818181818181818,0.3181818181818182
explain changes in contract provisions to customers.,0.0,0.0,0.0,0.0,0.0,1.0
"explain company personnel policies, benefits, and procedures to employees or job applicants.",0.0,0.1888888888888888,0.2333333333333333,0.0,0.4888888888888889,0.0888888888888888
explain contracts or related documents to customers.,0.0,0.0,0.0,0.0,0.0,1.0
explain design specifications to integration or test engineers.,0.0,0.0,0.0,0.0,0.8878923766816144,0.1121076233183856
"explain diagnostic procedures such as chorionic villus sampling (cvs), ultrasound, fetal blood sampling, and amniocentesis.",0.0,0.0,0.0,0.0,0.8591549295774648,0.1408450704225352
explain drawings to production or construction teams and provide adjustments as necessary.,0.0,0.0,0.0,0.0,0.0,1.0
explain exercise program or physiological testing procedures to participants.,0.0,0.0,0.0,0.0,0.8303571428571429,0.1696428571428571
explain federal and state tax laws to individuals and companies.,0.0212765957446808,0.0712765957446808,0.0404255319148936,0.0170212765957446,0.8404255319148937,0.0095744680851063
"explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions.",0.0108765195137555,0.0959692898272552,0.0607805502239283,0.0166346769033909,0.7965451055662188,0.019193857965451
"explain how various menu items are prepared, describing ingredients and cooking methods.",0.0,0.0,0.0,0.0,0.625,0.375
"explain magnetic resonance imaging (mri) procedures to patients, patient representatives, or family members.",0.0,0.0,0.0,0.0,0.8,0.2
explain medical instructions to patients or family members.,0.0,0.0,0.0,0.0,0.5909090909090909,0.4090909090909091
explain necessary bookkeeping requirements for customer to implement and provide group insurance program.,0.0,0.0,0.0,0.0,0.8620689655172413,0.1379310344827586
explain or demonstrate correct operation or preventive maintenance of medical equipment to personnel.,0.0,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667
"explain policies, procedures, or services to patients using medical or administrative knowledge.",0.0,0.2028985507246377,0.2028985507246377,0.0,0.4855072463768116,0.108695652173913
explain procedures and discuss test results or prescribed treatments with patients and parents or guardians.,0.0,0.0,0.0,0.0,0.0,1.0
explain procedures and discuss test results or prescribed treatments with patients.,0.0,0.1923076923076923,0.1282051282051282,0.0,0.5769230769230769,0.1025641025641025
explain procedures and observe patients to ensure safety and comfort during scan.,0.0,0.0,0.0,0.0,0.8125,0.1875
explain procedures or forms to parties in cases or to the general public.,0.0,0.1116504854368932,0.0776699029126213,0.0,0.7524271844660194,0.058252427184466
explain procedures to patients to reduce anxieties and obtain cooperation.,0.0,0.0,0.0,0.0,0.8636363636363636,0.1363636363636363
"explain procedures to patients, family members, staff members or others.",0.0,0.3818181818181818,0.0,0.0,0.3272727272727272,0.2909090909090909
explain products or services and prices and demonstrate use of products.,0.0,0.0,0.0,0.0,0.4222222222222222,0.5777777777777777
"explain products or services and prices, and answer questions from customers.",0.0581395348837209,0.2151162790697674,0.0872093023255814,0.0,0.5406976744186046,0.0988372093023255
"explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",0.0,0.360655737704918,0.0,0.0,0.0,0.639344262295082
"explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",0.0,0.0,0.0,0.0,0.56,0.44
"explain rental fees, policies, and procedures.",0.0,0.2714285714285714,0.0,0.0,0.5285714285714286,0.2
"explain services or policies to clients, such as debt management program rules, the advantages and disadvantages of using services, or creditor concession policies.",0.0,0.1626506024096385,0.144578313253012,0.0,0.5903614457831325,0.1024096385542168
explain stock market terms or trading practices to clients.,0.0,0.1292517006802721,0.064625850340136,0.0,0.7414965986394558,0.064625850340136
explain survey objectives and procedures to interviewees and interpret survey questions to help interviewees' comprehension.,0.0,0.0,0.0,0.0,0.0,1.0
explain test procedures and safety precautions to patients and provide them with assistance during test procedures.,0.0,0.0,0.0,0.0,0.8611111111111112,0.1388888888888889
explain testing procedures to patients to obtain cooperation and reduce anxiety.,0.0,0.0,0.0,0.0,0.8356164383561644,0.1643835616438356
"explain the origins and physical, social, or cultural development of humans, including physical attributes, cultural traditions, beliefs, languages, resource management practices, and settlement patterns.",0.0,0.1605288007554296,0.1359773371104816,0.0,0.660056657223796,0.0434372049102927
explain to claimants how they can appeal rulings that go against them.,0.0,0.0,0.0,0.0,0.0,1.0
explain to clients the personal financial advisor's responsibilities and the types of services to be provided.,0.0,0.2385786802030456,0.1725888324873096,0.0,0.4974619289340101,0.0913705583756345
explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.,0.0,0.1485148514851485,0.1485148514851485,0.0,0.6237623762376238,0.0792079207920792
"explain to customers the different types of loans and credit options that are available, as well as the terms of those services.",0.0,0.1259842519685039,0.1279527559055118,0.0,0.6929133858267716,0.0531496062992126
explain treatment procedures to patients to gain cooperation and allay fears.,0.0,0.1181102362204724,0.0,0.0,0.7716535433070866,0.1102362204724409
"explain treatment procedures, medications, diets, or physicians' instructions to patients.",0.0,0.0,0.0,0.0,0.6428571428571429,0.3571428571428571
"extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",0.0,0.4426229508196721,0.0,0.0,0.0,0.5573770491803278
"fabricate, install, position, or connect components, parts, finished products, or instruments for testing or operational purposes.",0.0,0.0,0.0,0.0,0.0,1.0
"file and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update and delete documents.",0.0,0.3919597989949748,0.2261306532663316,0.0,0.2412060301507537,0.1407035175879397
"file, type, or operate standard office machines.",0.0,0.0,0.0,0.0,0.0,1.0
"fill cracks, holes, or joints with caulk, putty, plaster, or other fillers, using caulking guns or putty knives.",0.0,0.0,0.0,0.0,0.0,1.0
"fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",0.0,0.0,0.0,0.0,0.0,1.0
"fit, alter, repair, and make made-to-measure clothing, according to customers' and clothing manufacturers' specifications and fit, and applying principles of garment design, construction, and styling.",0.0,0.0,0.0,0.0,0.0,1.0
follow ethical codes that protect the confidentiality of information.,0.0,0.3493975903614458,0.0,0.0,0.0,0.6506024096385542
"follow recipes to produce food products of specified flavor, texture, clarity, bouquet, or color.",0.1414634146341463,0.2707317073170732,0.2414634146341463,0.0,0.3341463414634146,0.0121951219512195
"forecast and track marketing and sales trends, analyzing collected data.",0.0,0.4285714285714285,0.0,0.0,0.3035714285714285,0.2678571428571428
"formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",0.0,0.2857142857142857,0.6593406593406593,0.0,0.0,0.0549450549450549
"formulate environmental plan to be practical, esthetic, and conducive to intended purposes, such as raising productivity or selling merchandise.",0.0,0.0,0.0,0.0,0.0,1.0
formulate general rules that describe and predict the development and behavior of cultures and social institutions.,0.0,0.0719257540603248,0.0835266821345707,0.0,0.7958236658932715,0.0487238979118329
"formulate herbal preparations to treat conditions considering herbal properties such as taste, toxicity, effects of preparation, contraindications, and incompatibilities.",0.0,0.0,0.0,0.0,0.56,0.44
"formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",0.0,0.0,0.0,0.0,0.0,1.0
"formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.",0.1005291005291005,0.328042328042328,0.2433862433862433,0.0,0.2698412698412698,0.0582010582010582
formulate or implement sustainability campaign or marketing strategies.,0.0,0.0,0.4897959183673469,0.0,0.0,0.5102040816326531
formulate or modify recipes for specific kinds of food products.,0.0,0.3058823529411765,0.3176470588235294,0.0,0.2705882352941176,0.1058823529411764
"formulate recommendations, policies, or plans to solve economic problems or to interpret markets.",0.0,0.1893939393939394,0.2007575757575757,0.0,0.5606060606060606,0.0492424242424242
"formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",0.0,0.3129251700680272,0.4625850340136054,0.0,0.1564625850340136,0.0680272108843537
furnish customers with information on events or activities.,0.0,0.5652173913043478,0.0,0.0,0.217391304347826,0.217391304347826
furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,0.0,0.1744186046511628,0.0,0.0,0.627906976744186,0.1976744186046511
"gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents.",0.0,0.5,0.0,0.0,0.0,0.5
"gather and compile geographic data from sources including censuses, field observations, satellite imagery, aerial photographs, and existing maps.",0.0,0.3584905660377358,0.0,0.0,0.0,0.6415094339622641
gather and organize information on problems or procedures.,0.0,0.0,0.0,0.0,0.0,1.0
gather and organize information to plan advertising campaigns.,0.0,0.4523809523809524,0.0,0.0,0.0,0.5476190476190477
"gather data from sources such as surface or upper air stations, satellites, weather bureaus, or radar for use in meteorological reports or forecasts.",0.0,0.4324324324324324,0.0,0.0,0.4594594594594595,0.1081081081081081
"gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",0.0,0.3764705882352941,0.3647058823529411,0.0,0.188235294117647,0.0705882352941176
"gather diagnostic data from sources such as case documentation, observations of clients, or interviews with clients or family members.",0.0,0.0,0.0,0.0,0.0,1.0
gather financial documents related to investigations.,0.0,0.0,0.0,0.0,0.0,1.0
"gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as collect data sources such as books, pamphlets, and periodicals.",0.0,0.3720930232558139,0.1627906976744186,0.0,0.4186046511627907,0.0465116279069767
"gather information from caregivers, nurses, or physicians about patient condition, treatment plans, or appropriate activities.",0.0,0.0,0.0,0.0,0.0,1.0
"gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes.",0.0,0.0,0.0,0.0,0.0,1.0
gather information related to projects' environmental sustainability or operational efficiency.,0.0,0.0,0.0,0.0,0.0,1.0
"gather intelligence information by field observation, confidential information sources, or public records.",0.0,0.0,0.0,0.0,0.0,1.0
"gather records pertinent to specific problems, review them for completeness and accuracy, and attach records to correspondence as necessary.",0.0,0.4,0.0,0.0,0.0,0.6
"gather, analyze, correlate, or evaluate information from a variety of resources, such as law enforcement databases.",0.0,0.0,0.0,0.0,0.6296296296296297,0.3703703703703703
"generate lists of properties for sale, their locations, descriptions, and available financing options, using computers.",0.0,0.4090909090909091,0.5,0.0,0.0,0.0909090909090909
generate lists of properties that are compatible with buyers' needs and financial resources.,0.0,0.3076923076923077,0.5576923076923077,0.0,0.0,0.1346153846153846
generate or identify sales leads for green products and technologies.,0.0,0.4431818181818182,0.4659090909090909,0.0,0.0,0.0909090909090909
generate solar energy customer leads to develop new accounts.,0.0,0.0,0.0,0.0,0.0,1.0
"generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",0.0741920801092398,0.4142011834319526,0.3368229403732362,0.0186618115612198,0.1329085116067364,0.0232134729176149
give advice on sightseeing and shopping.,0.0,0.3953488372093023,0.3953488372093023,0.0,0.0,0.2093023255813953
"grade food products according to government regulations or according to type, color, bouquet, and moisture content.",0.0,0.0,0.0,0.0,0.0,1.0
greet customers and ascertain what each customer wants or needs.,0.0,0.0,0.0,0.0,0.0776699029126213,0.9223300970873788
greet customers and ask about the quality of service they are receiving.,0.0,0.0,0.0,0.0,0.0,1.0
greet customers entering establishments.,0.0,0.0,0.0,0.0,0.027061855670103,0.9729381443298968
"greet passengers, provide information, and answer questions concerning fares, schedules, transfers, and routings.",0.0,0.0,0.0,0.0,0.4285714285714285,0.5714285714285714
greet visitors or callers and handle their inquiries or direct them to the appropriate persons according to their needs.,0.0,0.0,0.0,0.0,0.0874524714828897,0.9125475285171104
"guide and counsel students with adjustment or academic problems, or special academic interests.",0.0,0.0,0.0,0.0,0.3571428571428571,0.6428571428571429
guide clients in the development of skills or strategies for dealing with their problems.,0.0413476263399693,0.1214905564063297,0.1990811638591118,0.0408371618172537,0.557427258805513,0.0398162327718223
"guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills.",0.0,0.0,0.0,0.0,0.0,1.0
hear and resolve complaints from customers or the public.,0.0,0.0,0.0,0.0,0.5471698113207547,0.4528301886792453
help develop or monitor family schedule.,0.0,0.0,0.4130434782608695,0.0,0.0,0.5869565217391305
"help patrons find and use library resources, such as reference materials, audio-visual equipment, computers, and other electronic resources and provide technical assistance when needed.",0.0,0.2040816326530612,0.0,0.0,0.4693877551020408,0.3265306122448979
"help physicians, radiation oncologists, or clinical physicists to prepare physical or technical aspects of radiation treatment plans, using information about patient condition and anatomy.",0.0,0.0,0.0,0.0,0.0,1.0
help programmers and systems analysts test and debug new programs.,0.2839233038348082,0.0921828908554572,0.0294985250737463,0.0870206489675516,0.4535398230088495,0.053834808259587
"hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans.",0.0,0.0,0.0,0.0,0.0,1.0
"identify and analyze areas of potential risk to the assets, earning capacity, or success of organizations.",0.0,0.0,0.4098360655737705,0.0,0.3278688524590163,0.2622950819672131
identify and analyze industry or geographic trends with business strategy implications.,0.0,0.3714285714285714,0.3142857142857143,0.0,0.2857142857142857,0.0285714285714285
"identify and approve equipment and elements required for productions, such as scenery, lights, props, costumes, choreography, and music.",0.0,0.6050420168067226,0.0,0.0,0.0,0.3949579831932773
identify and build relationships with potential donors.,0.0,0.0,0.4090909090909091,0.0,0.0,0.5909090909090909
"identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.",0.0,0.0,0.0,0.0,0.0,1.0
"identify and document goals, anticipated progress, and plans for reevaluation.",0.0,0.0,0.0,0.0,0.0,1.0
identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,0.0,0.0,0.0,0.0,0.0,1.0
"identify and implement benefits to increase the quality of life for employees, by working with brokers and researching benefits issues.",0.0,0.0,0.0,0.0,0.0,1.0
"identify and quantify drugs or poisons found in biological fluids or tissues, in foods, or at crime scenes.",0.0,0.0,0.0,0.0,0.6428571428571429,0.3571428571428571
identify and recommend environmentally-friendly business practices.,0.0,0.0,0.0,0.0,0.0,1.0
identify and recruit potential volunteer workers.,0.0,0.0,0.0,0.0,0.0,1.0
identify and report problems in obtaining valid data.,0.0698412698412698,0.3079365079365079,0.0,0.0761904761904762,0.1873015873015873,0.3587301587301587
identify and report safety concerns to maintain a safe shopping and working environment.,0.0,0.0,0.0,0.0,0.0,1.0
"identify and resolve conflicts related to the meanings of words, concepts, practices, or behaviors.",0.0,0.0,0.0,0.0,0.0,1.0
"identify and resolve equipment malfunctions, working with manufacturers or field representatives as necessary to procure replacement parts.",0.0,0.0,0.0,0.0,0.0,1.0
identify and respond to emergency physical or mental health situations.,0.0,0.0,0.0,0.0,0.3076923076923077,0.6923076923076923
"identify and share research, recommendations, or other information regarding legal liabilities, risk management, or quality of care.",0.0,0.3278688524590163,0.3770491803278688,0.0,0.0,0.2950819672131147
identify and troubleshoot equipment problems.,0.0,0.0,0.0,0.0,0.5238095238095238,0.4761904761904761
identify appropriate key performance indicators (kpis) and report key metrics from digital campaigns.,0.0,0.0,0.0,0.0,0.0,1.0
"identify case issues and evidence needed, based on analysis of charges, complaints, or allegations of law violations.",0.0,0.0,0.0,0.0,0.0,1.0
identify compliance issues that require follow-up or investigation.,0.0,0.0,0.0,0.0,0.6578947368421053,0.3421052631578947
identify defects in solid materials using ultrasonic testing techniques.,0.0,0.3555555555555555,0.0,0.0,0.3777777777777777,0.2666666666666666
identify energy savings opportunities and make recommendations to achieve more energy efficient operation.,0.0,0.2727272727272727,0.2467532467532467,0.0,0.3766233766233766,0.1038961038961039
"identify environmental requirements of a particular species, and select and oversee the preparation of sites for species cultivation.",0.0,0.2906976744186046,0.1976744186046511,0.0,0.4186046511627907,0.0930232558139534
identify funding sources and write grant proposals for eligible programs or services.,0.0,0.0,0.0,0.0,0.0,1.0
identify group or individual target investors for a specific fund.,0.0,0.0,0.0,0.0,0.0,1.0
identify individual or transaction targets to direct intelligence collection.,0.0,0.5106382978723404,0.0,0.0,0.0,0.4893617021276595
"identify installation locations with proper orientation, area, solar access, or structural integrity for photovoltaic (pv) arrays.",0.0,0.0,0.4761904761904761,0.0,0.0,0.5238095238095238
identify issues for research and analysis.,0.0,0.3366336633663366,0.2524752475247525,0.0,0.2673267326732673,0.1435643564356435
"identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments.",0.0,0.0,0.0,0.0,0.425,0.575
"identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",0.0,0.0,0.0,0.0,0.0,1.0
identify marketing channels for green products or services.,0.0,0.0,0.0,0.0,0.0,1.0
identify methods for interfacing web application technologies with enterprise resource planning or other system software.,0.0,0.1220657276995305,0.136150234741784,0.0,0.6525821596244131,0.0892018779342723
identify new applications for existing nanotechnologies.,0.0,0.0,0.0,0.0,0.0,1.0
"identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business, regulatory, or industry-specific change initiatives.",0.0,0.0,0.0,0.0,0.0,1.0
identify opportunities or develop channels for purchase or sale of securities or commodities.,0.0,0.2741935483870967,0.3225806451612903,0.0,0.2419354838709677,0.1612903225806451
"identify opportunities to improve plant electrical equipment, controls, or process control methodologies.",0.0,0.4081632653061224,0.0,0.0,0.3061224489795918,0.2857142857142857
"identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",0.0,0.0,0.0,0.0,0.0,1.0
"identify opportunities to reuse or recycle materials to minimize consumption of new materials, minimize waste, or to convert wastes to by-products.",0.0,0.0,0.0,0.0,0.0,1.0
"identify or classify species of insects or allied forms, such as mites or spiders.",0.0,0.0,0.0,0.0,0.5263157894736842,0.4736842105263157
identify or investigate new opportunities for materials to be collected and recycled.,0.0,0.0,0.0,0.0,0.0,1.0
identify or maintain links to and from other web sites and check links to ensure proper functioning.,0.1594488188976378,0.2578740157480315,0.0826771653543307,0.0393700787401574,0.3937007874015748,0.0669291338582677
"identify or recommend integrated weed and pest management (ipm) strategies, such as resistant plants, cultural or behavioral controls, soil amendments, insects, natural enemies, barriers, or pesticides.",0.0,0.25,0.0,0.0,0.515625,0.234375
identify or separate waste products or materials for recycling or reuse.,0.0,0.0,0.0,0.0,0.4285714285714285,0.5714285714285714
"identify plants as well as problems such as diseases, weeds, and insect pests.",0.0,0.0,0.0,0.0,0.0,1.0
"identify potential clients, using advertising campaigns, mailing lists, or personal contacts.",0.0,0.35,0.53,0.0,0.0,0.12
identify potential for loss and develop strategies to eliminate it.,0.0,0.2764505119453925,0.3617747440273037,0.0,0.2969283276450511,0.0648464163822525
"identify prospective customers by using business directories, following leads from existing clients, participating in organizations and clubs, and attending trade shows and conferences.",0.0,0.0,0.0,0.0,0.0,1.0
"identify psychological, emotional, or behavioral issues and diagnose disorders, using information obtained from interviews, tests, records, and reference materials.",0.0,0.0966183574879227,0.072463768115942,0.0,0.7777777777777778,0.0531400966183574
"identify relationships and trends in data, as well as any factors that could affect the results of research.",0.0865384615384615,0.1807692307692307,0.1326923076923077,0.1153846153846153,0.45,0.0346153846153846
"identify risks for natural disasters, such as mudslides, earthquakes, or volcanic eruptions.",0.0,0.0,0.0,0.0,0.0,1.0
identify solutions to on-site technical design problems involving electrical systems equipment.,0.1853281853281853,0.1583011583011583,0.0,0.0926640926640926,0.4594594594594595,0.1042471042471042
"identify spatial coordinates, using remote sensing and global positioning system (gps) data.",0.0,0.0,0.0,0.0,0.4210526315789473,0.5789473684210527
"identify staff vacancies and recruit, interview and select applicants.",0.0,0.0,0.0,0.0,0.0,1.0
"identify stations, and introduce or close shows, using memorized or read scripts, and/or ad-libs.",0.0,0.4736842105263157,0.0,0.0,0.1973684210526315,0.3289473684210526
identify sustainable alternatives to industrial or waste management practices.,0.0,0.0,0.0,0.0,0.0,1.0
"identify system data, hardware, or software components required to meet user needs.",0.0,0.3584905660377358,0.2735849056603773,0.0,0.1886792452830188,0.1792452830188679
"identify target markets for designs, looking at factors such as age, gender, and socioeconomic status.",0.0,0.4705882352941176,0.3137254901960784,0.0,0.0,0.2156862745098039
"identify the causes of networking problems, using diagnostic testing software and equipment.",0.0,0.0,0.0,0.0,0.0,1.0
"identify the etiology, pathogenesis, morphological change, and clinical significance of diseases.",0.0,0.0,0.0,0.0,0.6060606060606061,0.3939393939393939
"identify tissue structures or cell components to be used in the diagnosis, prevention, or treatment of diseases.",0.0,0.3018867924528302,0.0,0.0,0.320754716981132,0.3773584905660377
identify transaction mistakes when debits and credits do not balance.,0.0,0.0,0.0,0.0,0.3448275862068966,0.6551724137931034
"identify, collect, record or analyze data that are relevant to the nursing care of patients.",0.0,0.3134328358208955,0.0,0.0,0.417910447761194,0.2686567164179104
"identify, compile, abstract, and code patient data, using standard classification systems.",0.0,0.4152046783625731,0.2163742690058479,0.0,0.3040935672514619,0.0643274853801169
"identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",0.0,0.0,0.5769230769230769,0.0,0.0,0.4230769230769231
"identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",0.1507430997876857,0.10828025477707,0.0679405520169851,0.0743099787685774,0.5690021231422505,0.0297239915074309
"identify, investigate, or resolve security breaches.",0.1419423692636072,0.2518676627534685,0.0672358591248666,0.0437566702241195,0.3052294557097118,0.1899679829242262
"identify, monitor, or treat pregnancy-related problems such as hypertension, gestational diabetes, pre-term labor, and retarded fetal growth.",0.0,0.0,0.0,0.0,0.7333333333333333,0.2666666666666666
"identify, procure, or develop test equipment, instrumentation, or facilities for characterization of microelectromechanical systems (mems) applications.",0.0,0.0,0.0,0.0,0.5517241379310345,0.4482758620689655
"identify, review, or select vendors or consultants to meet project needs.",0.0,0.0,0.0,0.0,0.0,1.0
"identify, standardize, and communicate levels of access and security.",0.1043307086614173,0.1299212598425196,0.0944881889763779,0.0393700787401574,0.5885826771653543,0.0433070866141732
"identify, track, or maintain metrics for trading system operations.",0.2063492063492063,0.4047619047619047,0.1507936507936507,0.0,0.1349206349206349,0.1031746031746031
"implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",0.0,0.0,0.0,0.0,0.0,1.0
"implement business rules via stored procedures, middleware, or other technologies.",0.1576354679802955,0.1182266009852216,0.2068965517241379,0.0,0.4679802955665024,0.0492610837438423
"implement changes to machine programs and enter new specifications, using computers.",0.0,0.5126582278481012,0.2721518987341772,0.0,0.0949367088607595,0.120253164556962
"implement controls to provide security for operating systems, software, and data.",0.2448979591836734,0.1807580174927113,0.1603498542274052,0.0,0.3673469387755102,0.0466472303206997
"implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists.",0.0,0.0,0.0,0.0,0.0,1.0
implement financial planning recommendations or refer clients to someone who can assist them with plan implementation.,0.0,0.0,0.0,0.0,0.0,1.0
"implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.",0.0,0.5483870967741935,0.0,0.0,0.0,0.4516129032258064
implement or monitor processes to reduce property or financial losses.,0.0,0.4166666666666667,0.4047619047619047,0.0,0.0,0.1785714285714285
"implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls.",0.2284382284382284,0.1188811188811188,0.1678321678321678,0.0,0.4428904428904429,0.0419580419580419
"implement web site security measures, such as firewalls or message encryption.",0.236,0.16,0.136,0.0,0.408,0.06
"import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",0.0,0.0,0.5142857142857142,0.0,0.0,0.4857142857142857
"improve search-related activities through ongoing analysis, experimentation, or optimization tests, using a/b or multivariate methods.",0.0,0.0,0.0,0.0,0.0,1.0
improve user interfaces to bioinformatics software and databases.,0.0,0.0,0.0,0.0,0.0,1.0
"induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis.",0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077
inform and advise concerned parties regarding fluctuations or securities transactions affecting plans or accounts.,0.0,0.1792452830188679,0.0,0.0,0.660377358490566,0.160377358490566
inform and educate the public about fire prevention.,0.0,0.0,0.0,0.0,0.0,1.0
"inform and respond to public regarding wildlife and conservation issues, such as plant identification, hunting ordinances, and nuisance wildlife.",0.0,0.0,0.0,0.0,0.6296296296296297,0.3703703703703703
"inform businesses, community groups, and governmental agencies about educational needs, available programs, and program policies.",0.0,0.3933333333333333,0.3733333333333333,0.0,0.16,0.0733333333333333
"inform clients of essential travel information, such as travel times, transportation connections, and medical and visa requirements.",0.0,0.0,0.0,0.0,0.0,1.0
"inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.",0.0,0.2641509433962264,0.160377358490566,0.0,0.5188679245283019,0.0566037735849056
inform company employees or other interested parties of environmental issues.,0.0,0.0,0.0,0.0,0.0,1.0
inform customers by mail or telephone of additional steps they need to take to obtain licenses.,0.0,0.0,0.0,0.0,0.8095238095238095,0.1904761904761904
"inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",0.0,0.0,0.0,0.0,0.0,1.0
inform individuals and groups about the financial assistance available to college or university students.,0.0,0.0,0.0,0.0,0.6956521739130435,0.3043478260869565
"inform individuals and groups of pollution control regulations and inspection findings, and explain how problems can be corrected.",0.0,0.0,0.0,0.0,0.6451612903225806,0.3548387096774194
"inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.0,0.2484076433121019,0.197452229299363,0.0,0.445859872611465,0.10828025477707
"inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",0.0,0.0,0.0,0.0,0.0,1.0
inform job applicants of their acceptance or rejection of employment.,0.0,0.4077669902912621,0.4466019417475728,0.0,0.0,0.145631067961165
"inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.",0.0,0.2716049382716049,0.0,0.0,0.654320987654321,0.074074074074074
inform patients or caregivers about study aspects and outcomes to be expected.,0.0,0.0,0.0,0.0,0.6444444444444445,0.3555555555555555
